name,dept,area,count,adjustedcount,year
Xiaofei He 0001,Zhejiang University,sigir,2.0,0.28571,2011
Xiaofei He 0001,Zhejiang University,sigir,1.0,0.16667,2013
Xiaofei He 0001,Zhejiang University,sigir,1.0,0.2,2018
Xiaofei He 0001,Zhejiang University,sigmod,1.0,0.25,2016
Xiaofei He 0001,Zhejiang University,www,1.0,0.14286,2010
Xiaofei He 0001,Zhejiang University,www,1.0,0.14286,2013
Xiaogang Jin 0001,Zhejiang University,aaai,1.0,0.16667,2020
Xiaogang Jin 0001,Zhejiang University,aaai,2.0,0.41667,2024
Xiaogang Jin 0001,Zhejiang University,cvpr,1.0,0.33333,2022
Xiaogang Jin 0001,Zhejiang University,cvpr,1.0,0.16667,2024
Xiaogang Jin 0001,Zhejiang University,cvpr,3.0,0.47619,2025
Xiaogang Jin 0001,Zhejiang University,eccv,1.0,0.2,2022
Xiaogang Jin 0001,Zhejiang University,eurographics,1.0,0.33333,2012
Xiaogang Jin 0001,Zhejiang University,eurographics,2.0,0.45,2014
Xiaogang Jin 0001,Zhejiang University,eurographics,1.0,0.2,2015
Xiaogang Jin 0001,Zhejiang University,eurographics,2.0,0.53333,2016
Xiaogang Jin 0001,Zhejiang University,eurographics,1.0,0.16667,2017
Xiaogang Jin 0001,Zhejiang University,eurographics,1.0,0.16667,2020
Xiaogang Jin 0001,Zhejiang University,eurographics,2.0,0.5,2022
Xiaogang Jin 0001,Zhejiang University,eurographics,1.0,0.2,2023
Xiaogang Jin 0001,Zhejiang University,eurographics,1.0,0.2,2025
Xiaogang Jin 0001,Zhejiang University,iccv,1.0,0.25,2023
Xiaogang Jin 0001,Zhejiang University,icra,1.0,0.14286,2016
Xiaogang Jin 0001,Zhejiang University,icra,1.0,0.16667,2019
Xiaogang Jin 0001,Zhejiang University,nips,3.0,0.42063,2024
Xiaogang Jin 0001,Zhejiang University,siggraph,1.0,0.2,2013
Xiaogang Jin 0001,Zhejiang University,siggraph,2.0,0.33333,2014
Xiaogang Jin 0001,Zhejiang University,siggraph,1.0,0.25,2021
Xiaogang Jin 0001,Zhejiang University,siggraph,2.0,0.25397,2022
Xiaogang Jin 0001,Zhejiang University,siggraph,2.0,0.27778,2023
Xiaogang Jin 0001,Zhejiang University,siggraph,2.0,0.21591,2024
Xiaogang Jin 0001,Zhejiang University,siggraph,3.0,0.46591,2025
Xiaogang Jin 0001,Zhejiang University,siggraph-asia,1.0,0.1,2021
Xiaogang Jin 0001,Zhejiang University,siggraph-asia,2.0,0.23377,2023
Xiaogang Jin 0001,Zhejiang University,siggraph-asia,3.0,0.38571,2024
Xiaogang Jin 0001,Zhejiang University,vr,1.0,0.2,2025
Xiaolin Zheng,Zhejiang University,aaai,1.0,0.2,2014
Xiaolin Zheng,Zhejiang University,aaai,1.0,0.2,2016
Xiaolin Zheng,Zhejiang University,aaai,1.0,0.25,2018
Xiaolin Zheng,Zhejiang University,aaai,2.0,0.31111,2023
Xiaolin Zheng,Zhejiang University,aaai,4.0,0.52778,2024
Xiaolin Zheng,Zhejiang University,aaai,3.0,0.425,2025
Xiaolin Zheng,Zhejiang University,acl,1.0,0.2,2023
Xiaolin Zheng,Zhejiang University,cvpr,1.0,0.1,2024
Xiaolin Zheng,Zhejiang University,icde,1.0,0.2,2021
Xiaolin Zheng,Zhejiang University,icde,1.0,0.16667,2022
Xiaolin Zheng,Zhejiang University,iclr,1.0,0.14286,2025
Xiaolin Zheng,Zhejiang University,icml,1.0,0.125,2024
Xiaolin Zheng,Zhejiang University,icml,2.0,0.27778,2025
Xiaolin Zheng,Zhejiang University,ijcai,1.0,0.25,2018
Xiaolin Zheng,Zhejiang University,ijcai,2.0,0.4,2020
Xiaolin Zheng,Zhejiang University,ijcai,1.0,0.25,2021
Xiaolin Zheng,Zhejiang University,ijcai,3.0,0.5,2022
Xiaolin Zheng,Zhejiang University,ijcai,2.0,0.53333,2023
Xiaolin Zheng,Zhejiang University,ijcai,1.0,0.125,2024
Xiaolin Zheng,Zhejiang University,kdd,1.0,0.125,2022
Xiaolin Zheng,Zhejiang University,kdd,1.0,0.125,2024
Xiaolin Zheng,Zhejiang University,nips,1.0,0.25,2018
Xiaolin Zheng,Zhejiang University,nips,1.0,0.25,2021
Xiaolin Zheng,Zhejiang University,nips,1.0,0.125,2023
Xiaolin Zheng,Zhejiang University,nips,1.0,0.11111,2024
Xiaolin Zheng,Zhejiang University,sigir,2.0,0.29167,2022
Xiaolin Zheng,Zhejiang University,sigir,2.0,0.34286,2024
Xiaolin Zheng,Zhejiang University,sigir,1.0,0.1,2025
Xiaolin Zheng,Zhejiang University,www,2.0,0.41667,2022
Xiaolin Zheng,Zhejiang University,www,3.0,0.50952,2023
Xiaolin Zheng,Zhejiang University,www,2.0,0.27778,2025
Xiaowei Zhou 0001,Zhejiang University,aaai,1.0,0.125,2022
Xiaowei Zhou 0001,Zhejiang University,cvpr,1.0,0.33333,2012
Xiaowei Zhou 0001,Zhejiang University,cvpr,1.0,0.25,2013
Xiaowei Zhou 0001,Zhejiang University,cvpr,1.0,0.25,2015
Xiaowei Zhou 0001,Zhejiang University,cvpr,1.0,0.2,2016
Xiaowei Zhou 0001,Zhejiang University,cvpr,2.0,0.5,2017
Xiaowei Zhou 0001,Zhejiang University,cvpr,3.0,0.91667,2018
Xiaowei Zhou 0001,Zhejiang University,cvpr,5.0,0.93333,2019
Xiaowei Zhou 0001,Zhejiang University,cvpr,3.0,0.50952,2020
Xiaowei Zhou 0001,Zhejiang University,cvpr,5.0,0.85397,2021
Xiaowei Zhou 0001,Zhejiang University,cvpr,7.0,0.98849,2022
Xiaowei Zhou 0001,Zhejiang University,cvpr,8.0,1.2234,2023
Xiaowei Zhou 0001,Zhejiang University,cvpr,8.0,1.0829,2024
Xiaowei Zhou 0001,Zhejiang University,cvpr,9.0,1.2242,2025
Xiaowei Zhou 0001,Zhejiang University,eccv,3.0,0.55952,2020
Xiaowei Zhou 0001,Zhejiang University,eccv,4.0,0.52183,2024
Xiaowei Zhou 0001,Zhejiang University,eurographics,1.0,0.16667,2020
Xiaowei Zhou 0001,Zhejiang University,iccv,2.0,0.66667,2015
Xiaowei Zhou 0001,Zhejiang University,iccv,1.0,0.25,2017
Xiaowei Zhou 0001,Zhejiang University,iccv,1.0,0.16667,2019
Xiaowei Zhou 0001,Zhejiang University,iccv,1.0,0.14286,2021
Xiaowei Zhou 0001,Zhejiang University,iccv,3.0,0.50952,2023
Xiaowei Zhou 0001,Zhejiang University,iclr,1.0,0.25,2018
Xiaowei Zhou 0001,Zhejiang University,iclr,1.0,0.2,2024
Xiaowei Zhou 0001,Zhejiang University,iclr,2.0,0.25,2025
Xiaowei Zhou 0001,Zhejiang University,icra,1.0,0.33333,2016
Xiaowei Zhou 0001,Zhejiang University,icra,2.0,0.53333,2017
Xiaowei Zhou 0001,Zhejiang University,icra,1.0,0.2,2018
Xiaowei Zhou 0001,Zhejiang University,icra,1.0,0.33333,2020
Xiaowei Zhou 0001,Zhejiang University,icra,1.0,0.25,2023
Xiaowei Zhou 0001,Zhejiang University,ijcai,1.0,0.25,2022
Xiaowei Zhou 0001,Zhejiang University,nips,1.0,0.16667,2019
Xiaowei Zhou 0001,Zhejiang University,nips,2.0,0.30952,2022
Xiaowei Zhou 0001,Zhejiang University,nips,1.0,0.14286,2023
Xiaowei Zhou 0001,Zhejiang University,siggraph,3.0,0.41071,2022
Xiaowei Zhou 0001,Zhejiang University,siggraph,2.0,0.34286,2025
Xiaowei Zhou 0001,Zhejiang University,siggraph-asia,2.0,0.26786,2022
Xiaowei Zhou 0001,Zhejiang University,siggraph-asia,2.0,0.28571,2023
Xiaowei Zhou 0001,Zhejiang University,siggraph-asia,2.0,0.25397,2024
Xiaowei Zhou 0001,Zhejiang University,vr,1.0,0.16667,2021
Xiaoxue Ren,Zhejiang University,acl,1.0,0.2,2024
Xiaoxue Ren,Zhejiang University,ase,1.0,0.2,2019
Xiaoxue Ren,Zhejiang University,ase,1.0,0.14286,2020
Xiaoxue Ren,Zhejiang University,ase,1.0,0.16667,2021
Xiaoxue Ren,Zhejiang University,ase,1.0,0.2,2023
Xiaoxue Ren,Zhejiang University,fse,1.0,0.16667,2023
Xiaoxue Ren,Zhejiang University,fse,1.0,0.2,2024
Xiaoxue Ren,Zhejiang University,fse,1.0,0.25,2025
Xiaoxue Ren,Zhejiang University,icse,1.0,0.2,2020
Xiaoye Miao,Zhejiang University,aaai,1.0,0.16667,2021
Xiaoye Miao,Zhejiang University,aaai,1.0,0.25,2023
Xiaoye Miao,Zhejiang University,icde,2.0,0.36667,2022
Xiaoye Miao,Zhejiang University,icde,1.0,0.2,2023
Xiaoye Miao,Zhejiang University,icde,1.0,0.16667,2024
Xiaoye Miao,Zhejiang University,icde,4.0,0.55952,2025
Xiaoye Miao,Zhejiang University,ijcai,2.0,0.36667,2025
Xiaoye Miao,Zhejiang University,sigir,1.0,0.2,2025
Xiaoye Miao,Zhejiang University,sigmod,1.0,0.2,2023
Xiaoye Miao,Zhejiang University,sigmod,1.0,0.2,2024
Xiaoye Miao,Zhejiang University,sigmod,1.0,0.1,2025
Xiaoye Miao,Zhejiang University,vldb,1.0,0.16667,2019
Xiaoye Miao,Zhejiang University,vldb,1.0,0.16667,2021
Xiaoye Miao,Zhejiang University,vldb,1.0,0.16667,2024
Xiaoye Miao,Zhejiang University,vldb,1.0,0.2,2025
Xiaoye Miao,Zhejiang University,wine,1.0,0.25,2023
Xin Xia 0001,Zhejiang University,ase,1.0,0.33333,2014
Xin Xia 0001,Zhejiang University,ase,1.0,0.16667,2016
Xin Xia 0001,Zhejiang University,ase,1.0,0.25,2017
Xin Xia 0001,Zhejiang University,ase,2.0,0.36667,2018
Xin Xia 0001,Zhejiang University,ase,3.0,0.56667,2019
Xin Xia 0001,Zhejiang University,ase,4.0,0.92619,2020
Xin Xia 0001,Zhejiang University,ase,5.0,0.81905,2021
Xin Xia 0001,Zhejiang University,ase,2.0,0.26786,2022
Xin Xia 0001,Zhejiang University,ase,3.0,0.58333,2023
Xin Xia 0001,Zhejiang University,ase,4.0,0.70238,2024
Xin Xia 0001,Zhejiang University,fse,1.0,0.16667,2020
Xin Xia 0001,Zhejiang University,fse,3.0,0.50952,2021
Xin Xia 0001,Zhejiang University,fse,6.0,0.87063,2022
Xin Xia 0001,Zhejiang University,fse,4.0,0.67619,2023
Xin Xia 0001,Zhejiang University,fse,5.0,1.0,2025
Xin Xia 0001,Zhejiang University,icse,3.0,0.61667,2019
Xin Xia 0001,Zhejiang University,icse,1.0,0.2,2020
Xin Xia 0001,Zhejiang University,icse,4.0,0.7,2021
Xin Xia 0001,Zhejiang University,icse,4.0,0.72619,2022
Xin Xia 0001,Zhejiang University,icse,6.0,1.0929,2023
Xin Xia 0001,Zhejiang University,icse,9.0,1.519,2024
Xin Xia 0001,Zhejiang University,icse,4.0,0.72619,2025
Xin Xia 0001,Zhejiang University,ijcai,1.0,0.16667,2018
Xin Xia 0001,Zhejiang University,issta,1.0,0.25,2016
Xin Xia 0001,Zhejiang University,issta,1.0,0.25,2023
Xin Xia 0001,Zhejiang University,issta,3.0,0.5,2024
Xin Xia 0001,Zhejiang University,nips,1.0,0.2,2019
Xin Xia 0001,Zhejiang University,ubicomp,1.0,0.14286,2019
Xin Xia 0001,Zhejiang University,usenixsec,1.0,0.2,2025
Xing Hu 0008,Zhejiang University,ase,2.0,0.36667,2021
Xing Hu 0008,Zhejiang University,ase,2.0,0.33333,2023
Xing Hu 0008,Zhejiang University,ase,2.0,0.41667,2024
Xing Hu 0008,Zhejiang University,fse,1.0,0.125,2022
Xing Hu 0008,Zhejiang University,fse,1.0,0.14286,2023
Xing Hu 0008,Zhejiang University,fse,1.0,0.16667,2024
Xing Hu 0008,Zhejiang University,fse,6.0,1.1012,2025
Xing Hu 0008,Zhejiang University,icse,1.0,0.16667,2022
Xing Hu 0008,Zhejiang University,icse,2.0,0.30952,2023
Xing Hu 0008,Zhejiang University,icse,9.0,1.4302,2024
Xing Hu 0008,Zhejiang University,icse,3.0,0.47619,2025
Xing Hu 0008,Zhejiang University,ijcai,1.0,0.16667,2018
Xing Hu 0008,Zhejiang University,issta,4.0,0.625,2024
Xinguo Liu,Zhejiang University,cvpr,1.0,0.25,2003
Xinguo Liu,Zhejiang University,cvpr,1.0,0.25,2013
Xinguo Liu,Zhejiang University,eurographics,1.0,0.2,2001
Xinguo Liu,Zhejiang University,eurographics,1.0,0.2,2007
Xinguo Liu,Zhejiang University,eurographics,1.0,0.25,2009
Xinguo Liu,Zhejiang University,eurographics,1.0,0.2,2016
Xinguo Liu,Zhejiang University,eurographics,1.0,0.2,2022
Xinguo Liu,Zhejiang University,iccv,1.0,0.25,2021
Xinguo Liu,Zhejiang University,siggraph,1.0,0.33333,2001
Xinguo Liu,Zhejiang University,siggraph,1.0,0.25,2003
Xinguo Liu,Zhejiang University,siggraph,1.0,0.14286,2005
Xinguo Liu,Zhejiang University,siggraph,2.0,0.21111,2006
Xinguo Liu,Zhejiang University,siggraph,1.0,0.25,2010
Xinguo Liu,Zhejiang University,siggraph-asia,1.0,0.16667,2008
Xinguo Liu,Zhejiang University,siggraph-asia,1.0,0.2,2015
Xinyu Wang 0001,Zhejiang University,aaai,1.0,0.16667,2024
Xinyu Wang 0001,Zhejiang University,aaai,1.0,0.14286,2025
Xinyu Wang 0001,Zhejiang University,ase,2.0,0.36667,2018
Xinyu Wang 0001,Zhejiang University,ase,1.0,0.125,2020
Xinyu Wang 0001,Zhejiang University,eccv,1.0,0.14286,2024
Xinyu Wang 0001,Zhejiang University,icse,1.0,0.16667,2018
Xinyu Wang 0001,Zhejiang University,icse,1.0,0.2,2019
Xinyu Wang 0001,Zhejiang University,icse,1.0,0.125,2020
Xinyu Wang 0001,Zhejiang University,icse,1.0,0.2,2021
Xinyu Wang 0001,Zhejiang University,ijcai,1.0,0.25,2025
Xinyu Wang 0001,Zhejiang University,issta,1.0,0.16667,2013
Xinyu Wang 0001,Zhejiang University,kdd,1.0,0.14286,2021
Xinyu Wang 0001,Zhejiang University,vldb,1.0,0.1,2025
Xunzhao Yin,Zhejiang University,dac,3.0,0.59286,2021
Xunzhao Yin,Zhejiang University,dac,4.0,0.70833,2022
Xunzhao Yin,Zhejiang University,dac,4.0,0.65833,2024
Xunzhao Yin,Zhejiang University,dac,4.0,0.63452,2025
Xunzhao Yin,Zhejiang University,iccad,1.0,0.14286,2016
Xunzhao Yin,Zhejiang University,iccad,1.0,0.33333,2017
Xunzhao Yin,Zhejiang University,iccad,1.0,0.125,2018
Xunzhao Yin,Zhejiang University,iccad,1.0,0.083333,2019
Xunzhao Yin,Zhejiang University,iccad,3.0,0.45833,2020
Xunzhao Yin,Zhejiang University,iccad,2.0,0.25758,2021
Xunzhao Yin,Zhejiang University,iccad,1.0,0.090909,2022
Xunzhao Yin,Zhejiang University,iccad,1.0,0.1,2023
Xunzhao Yin,Zhejiang University,iccad,3.0,0.40043,2024
Xunzhao Yin,Zhejiang University,iccad,3.0,0.34722,2025
Yajin Zhou,Zhejiang University,ase,1.0,0.14286,2020
Yajin Zhou,Zhejiang University,ase,2.0,0.24286,2021
Yajin Zhou,Zhejiang University,asplos,1.0,0.125,2022
Yajin Zhou,Zhejiang University,asplos,1.0,0.16667,2023
Yajin Zhou,Zhejiang University,ccs,1.0,0.2,2013
Yajin Zhou,Zhejiang University,ccs,1.0,0.25,2014
Yajin Zhou,Zhejiang University,ccs,2.0,0.30952,2019
Yajin Zhou,Zhejiang University,ccs,1.0,0.11111,2021
Yajin Zhou,Zhejiang University,ccs,2.0,0.25397,2023
Yajin Zhou,Zhejiang University,ccs,1.0,0.25,2024
Yajin Zhou,Zhejiang University,dac,1.0,0.125,2022
Yajin Zhou,Zhejiang University,dac,1.0,0.2,2023
Yajin Zhou,Zhejiang University,eurosys,1.0,0.16667,2022
Yajin Zhou,Zhejiang University,eurosys,1.0,0.25,2025
Yajin Zhou,Zhejiang University,fse,1.0,0.16667,2017
Yajin Zhou,Zhejiang University,fse,1.0,0.14286,2025
Yajin Zhou,Zhejiang University,issta,1.0,0.16667,2020
Yajin Zhou,Zhejiang University,issta,1.0,0.14286,2021
Yajin Zhou,Zhejiang University,issta,1.0,0.14286,2022
Yajin Zhou,Zhejiang University,issta,1.0,0.1,2023
Yajin Zhou,Zhejiang University,issta,1.0,0.14286,2024
Yajin Zhou,Zhejiang University,mobisys,1.0,0.2,2012
Yajin Zhou,Zhejiang University,ndss,2.0,0.5,2012
Yajin Zhou,Zhejiang University,ndss,1.0,0.5,2013
Yajin Zhou,Zhejiang University,ndss,1.0,0.2,2014
Yajin Zhou,Zhejiang University,ndss,1.0,0.2,2021
Yajin Zhou,Zhejiang University,ndss,1.0,0.16667,2022
Yajin Zhou,Zhejiang University,ndss,1.0,0.16667,2025
Yajin Zhou,Zhejiang University,oakland,1.0,0.5,2012
Yajin Zhou,Zhejiang University,oakland,1.0,0.125,2021
Yajin Zhou,Zhejiang University,oakland,2.0,0.375,2023
Yajin Zhou,Zhejiang University,sigmetrics,1.0,0.14286,2020
Yajin Zhou,Zhejiang University,sigmetrics,2.0,0.34286,2024
Yajin Zhou,Zhejiang University,sigmetrics,2.0,0.30952,2025
Yajin Zhou,Zhejiang University,sosp,1.0,0.14286,2021
Yajin Zhou,Zhejiang University,usenixatc,1.0,0.2,2015
Yajin Zhou,Zhejiang University,usenixatc,1.0,0.14286,2024
Yajin Zhou,Zhejiang University,usenixsec,1.0,0.2,2017
Yajin Zhou,Zhejiang University,usenixsec,3.0,0.34488,2022
Yajin Zhou,Zhejiang University,usenixsec,1.0,0.16667,2023
Yajin Zhou,Zhejiang University,usenixsec,1.0,0.2,2024
Yajin Zhou,Zhejiang University,usenixsec,2.0,0.325,2025
Yajin Zhou,Zhejiang University,www,1.0,0.125,2021
Yajin Zhou,Zhejiang University,www,1.0,0.1,2024
Yang Cai 0001,Yale University,ec,1.0,0.5,2014
Yang Cai 0001,Yale University,ec,1.0,0.5,2019
Yang Cai 0001,Yale University,ec,1.0,0.33333,2020
Yang Cai 0001,Yale University,ec,1.0,0.5,2021
Yang Cai 0001,Yale University,ec,2.0,0.75,2022
Yang Cai 0001,Yale University,ec,1.0,0.5,2023
Yang Cai 0001,Yale University,focs,1.0,0.5,2011
Yang Cai 0001,Yale University,focs,1.0,0.33333,2012
Yang Cai 0001,Yale University,focs,1.0,0.33333,2013
Yang Cai 0001,Yale University,focs,1.0,0.5,2017
Yang Cai 0001,Yale University,focs,1.0,0.33333,2023
Yang Cai 0001,Yale University,fse,1.0,0.33333,2009
Yang Cai 0001,Yale University,iclr,1.0,0.5,2023
Yang Cai 0001,Yale University,iclr,1.0,0.14286,2025
Yang Cai 0001,Yale University,icml,1.0,0.5,2023
Yang Cai 0001,Yale University,icml,1.0,0.33333,2024
Yang Cai 0001,Yale University,lics,1.0,0.33333,2009
Yang Cai 0001,Yale University,nips,1.0,0.25,2018
Yang Cai 0001,Yale University,nips,1.0,0.33333,2022
Yang Cai 0001,Yale University,nips,1.0,0.25,2023
Yang Cai 0001,Yale University,nips,3.0,0.59286,2024
Yang Cai 0001,Yale University,sigmetrics,1.0,0.16667,2020
Yang Cai 0001,Yale University,soda,1.0,0.5,2011
Yang Cai 0001,Yale University,soda,2.0,0.83333,2013
Yang Cai 0001,Yale University,soda,1.0,0.25,2016
Yang Cai 0001,Yale University,soda,2.0,0.5,2021
Yang Cai 0001,Yale University,stoc,1.0,0.33333,2012
Yang Cai 0001,Yale University,stoc,1.0,0.33333,2016
Yang Cai 0001,Yale University,stoc,1.0,0.5,2017
Yang Cai 0001,Yale University,stoc,1.0,0.33333,2022
Yang Cai 0001,Yale University,stoc,1.0,0.5,2023
Yang Cai 0001,Yale University,stoc,1.0,0.25,2024
Yang Cai 0001,Yale University,wine,1.0,0.25,2013
Yang Cai 0001,Yale University,wine,1.0,0.25,2014
Yang Cai 0001,Yale University,wine,1.0,0.33333,2015
Yang Cai 0001,Yale University,www,1.0,0.2,2024
Yang Richard Yang,Yale University,aaai,1.0,0.16667,2019
Yang Richard Yang,Yale University,mobicom,1.0,0.25,2005
Yang Richard Yang,Yale University,mobicom,1.0,0.14286,2006
Yang Richard Yang,Yale University,mobicom,1.0,0.2,2008
Yang Richard Yang,Yale University,mobicom,1.0,0.2,2010
Yang Richard Yang,Yale University,mobicom,1.0,0.14286,2012
Yang Richard Yang,Yale University,nsdi,1.0,0.16667,2010
Yang Richard Yang,Yale University,sc,1.0,0.11111,2018
Yang Richard Yang,Yale University,sigcomm,1.0,0.25,2001
Yang Richard Yang,Yale University,sigcomm,1.0,0.25,2003
Yang Richard Yang,Yale University,sigcomm,1.0,0.2,2004
Yang Richard Yang,Yale University,sigcomm,1.0,0.16667,2006
Yang Richard Yang,Yale University,sigcomm,1.0,0.16667,2007
Yang Richard Yang,Yale University,sigcomm,2.0,0.53333,2008
Yang Richard Yang,Yale University,sigcomm,1.0,0.14286,2010
Yang Richard Yang,Yale University,sigcomm,2.0,0.45,2012
Yang Richard Yang,Yale University,sigcomm,1.0,0.2,2013
Yang Richard Yang,Yale University,sigcomm,1.0,0.33333,2018
Yang Richard Yang,Yale University,sigcomm,1.0,0.16667,2022
Yang Richard Yang,Yale University,soda,1.0,0.33333,2007
Yang Richard Yang,Yale University,www,1.0,0.25,2001
Yang Xiang,Zhejiang University,aaai,1.0,0.25,2024
Yang Xiang,Zhejiang University,acl,2.0,0.17692,2025
Yang Xiang,Zhejiang University,imc,1.0,0.2,2012
Yang Xiang,Zhejiang University,kdd,2.0,0.5,2008
Yang Xiang,Zhejiang University,kdd,1.0,0.33333,2009
Yang Xiang,Zhejiang University,nips,1.0,0.33333,2023
Yang Xiang,Zhejiang University,nips,2.0,0.39286,2024
Yang Xiang,Zhejiang University,sigcomm,1.0,0.0625,2023
Yang Xiang,Zhejiang University,sigmod,1.0,0.25,2008
Yang Xiang,Zhejiang University,sigmod,1.0,0.25,2009
Yang Xiang,Zhejiang University,sigmod,1.0,0.2,2010
Yang Xiang,Zhejiang University,sigmod,1.0,0.25,2012
Yang Xiang,Zhejiang University,usenixsec,1.0,0.125,2025
Yang Xiang,Zhejiang University,www,1.0,0.14286,2018
Yang Yang 0009,Zhejiang University,aaai,2.0,0.29167,2014
Yang Yang 0009,Zhejiang University,aaai,1.0,0.14286,2015
Yang Yang 0009,Zhejiang University,aaai,1.0,0.25,2016
Yang Yang 0009,Zhejiang University,aaai,4.0,0.8,2018
Yang Yang 0009,Zhejiang University,aaai,1.0,0.16667,2020
Yang Yang 0009,Zhejiang University,aaai,2.0,0.28571,2022
Yang Yang 0009,Zhejiang University,aaai,2.0,0.30952,2023
Yang Yang 0009,Zhejiang University,aaai,3.0,0.41071,2024
Yang Yang 0009,Zhejiang University,aaai,1.0,0.14286,2025
Yang Yang 0009,Zhejiang University,acl,1.0,0.090909,2024
Yang Yang 0009,Zhejiang University,cvpr,1.0,0.25,2017
Yang Yang 0009,Zhejiang University,emnlp,1.0,0.5,2023
Yang Yang 0009,Zhejiang University,iclr,1.0,0.16667,2024
Yang Yang 0009,Zhejiang University,iclr,2.0,0.28571,2025
Yang Yang 0009,Zhejiang University,icml,2.0,0.22549,2024
Yang Yang 0009,Zhejiang University,ijcai,1.0,0.16667,2020
Yang Yang 0009,Zhejiang University,ijcai,2.0,0.25397,2022
Yang Yang 0009,Zhejiang University,ijcai,2.0,0.30952,2024
Yang Yang 0009,Zhejiang University,kdd,1.0,0.090909,2012
Yang Yang 0009,Zhejiang University,kdd,1.0,0.2,2014
Yang Yang 0009,Zhejiang University,kdd,1.0,0.2,2015
Yang Yang 0009,Zhejiang University,kdd,1.0,0.16667,2022
Yang Yang 0009,Zhejiang University,kdd,3.0,0.49167,2023
Yang Yang 0009,Zhejiang University,kdd,4.0,0.66786,2024
Yang Yang 0009,Zhejiang University,nips,1.0,0.125,2022
Yang Yang 0009,Zhejiang University,nips,3.0,0.50952,2023
Yang Yang 0009,Zhejiang University,nips,4.0,0.57738,2024
Yang Yang 0009,Zhejiang University,sigir,1.0,0.125,2021
Yang Yang 0009,Zhejiang University,www,2.0,0.41667,2018
Yang Yang 0009,Zhejiang University,www,2.0,0.33333,2019
Yang Yang 0009,Zhejiang University,www,1.0,0.2,2020
Yang Yang 0009,Zhejiang University,www,1.0,0.055556,2023
Yang Yang 0009,Zhejiang University,www,2.0,0.34286,2024
Yang Yang 0009,Zhejiang University,www,1.0,0.125,2025
Yanlin Weng,Zhejiang University,cvpr,1.0,0.2,2025
Yanlin Weng,Zhejiang University,eurographics,1.0,0.25,2008
Yanlin Weng,Zhejiang University,eurographics,2.0,0.4,2013
Yanlin Weng,Zhejiang University,eurographics,1.0,0.16667,2018
Yanlin Weng,Zhejiang University,siggraph,1.0,0.16667,2012
Yanlin Weng,Zhejiang University,siggraph,2.0,0.45,2013
Yanlin Weng,Zhejiang University,siggraph,2.0,0.4,2016
Yanlin Weng,Zhejiang University,siggraph-asia,2.0,0.36667,2018
Yi Gao 0001,Zhejiang University,acl,1.0,0.14286,2025
Yi Gao 0001,Zhejiang University,ccs,1.0,0.14286,2025
Yi Gao 0001,Zhejiang University,mobicom,1.0,0.2,2017
Yi Gao 0001,Zhejiang University,mobicom,1.0,0.16667,2020
Yi Gao 0001,Zhejiang University,mobicom,1.0,0.16667,2025
Yi Gao 0001,Zhejiang University,mobisys,2.0,0.39286,2022
Yi Gao 0001,Zhejiang University,mobisys,1.0,0.2,2025
Yi Gao 0001,Zhejiang University,nsdi,1.0,0.14286,2023
Yi Gao 0001,Zhejiang University,sensys,1.0,0.2,2024
Yi Gao 0001,Zhejiang University,ubicomp,1.0,0.2,2017
Yi Gao 0001,Zhejiang University,ubicomp,1.0,0.2,2019
Yi Gao 0001,Zhejiang University,ubicomp,3.0,0.66667,2024
Yi Gao 0001,Zhejiang University,ubicomp,1.0,0.25,2025
Yi Gao 0001,Zhejiang University,usenixatc,1.0,0.16667,2024
Yi Gao 0001,Zhejiang University,www,1.0,0.33333,2024
Yi Gao 0001,Zhejiang University,www,1.0,0.2,2025
Yi Yang 0001,Zhejiang University,aaai,1.0,0.2,2010
Yi Yang 0001,Zhejiang University,aaai,1.0,0.2,2011
Yi Yang 0001,Zhejiang University,aaai,1.0,0.2,2012
Yi Yang 0001,Zhejiang University,aaai,1.0,0.16667,2013
Yi Yang 0001,Zhejiang University,aaai,1.0,0.25,2014
Yi Yang 0001,Zhejiang University,aaai,4.0,0.70952,2015
Yi Yang 0001,Zhejiang University,aaai,2.0,0.4,2016
Yi Yang 0001,Zhejiang University,aaai,2.0,0.41667,2017
Yi Yang 0001,Zhejiang University,aaai,2.0,0.45,2018
Yi Yang 0001,Zhejiang University,aaai,3.0,0.73333,2019
Yi Yang 0001,Zhejiang University,aaai,7.0,1.8167,2020
Yi Yang 0001,Zhejiang University,aaai,3.0,0.78333,2021
Yi Yang 0001,Zhejiang University,aaai,2.0,0.5,2022
Yi Yang 0001,Zhejiang University,aaai,1.0,0.16667,2023
Yi Yang 0001,Zhejiang University,aaai,3.0,0.61667,2024
Yi Yang 0001,Zhejiang University,aaai,3.0,0.56667,2025
Yi Yang 0001,Zhejiang University,acl,2.0,0.36667,2023
Yi Yang 0001,Zhejiang University,cvpr,1.0,0.2,2011
Yi Yang 0001,Zhejiang University,cvpr,2.0,0.36667,2012
Yi Yang 0001,Zhejiang University,cvpr,2.0,0.5,2013
Yi Yang 0001,Zhejiang University,cvpr,2.0,0.36667,2014
Yi Yang 0001,Zhejiang University,cvpr,2.0,0.53333,2015
Yi Yang 0001,Zhejiang University,cvpr,3.0,0.65,2016
Yi Yang 0001,Zhejiang University,cvpr,4.0,1.0833,2017
