name,dept,area,count,adjustedcount,year
Holly E. Rushmeier,Yale University,siggraph,1.0,0.33333,2004
Holly E. Rushmeier,Yale University,siggraph,2.0,0.39286,2012
Holly E. Rushmeier,Yale University,siggraph,2.0,0.36667,2016
Holly E. Rushmeier,Yale University,siggraph,1.0,0.16667,2021
Holly E. Rushmeier,Yale University,siggraph,1.0,0.2,2022
Holly E. Rushmeier,Yale University,siggraph,1.0,0.2,2023
Holly E. Rushmeier,Yale University,siggraph-asia,2.0,0.5,2011
Holly E. Rushmeier,Yale University,siggraph-asia,1.0,0.33333,2013
Holly E. Rushmeier,Yale University,siggraph-asia,1.0,0.33333,2019
Holly E. Rushmeier,Yale University,uist,1.0,0.25,2014
Hongzhi Wu,Zhejiang University,cvpr,1.0,0.14286,2023
Hongzhi Wu,Zhejiang University,cvpr,1.0,0.16667,2024
Hongzhi Wu,Zhejiang University,cvpr,2.0,0.20202,2025
Hongzhi Wu,Zhejiang University,eurographics,1.0,0.33333,2009
Hongzhi Wu,Zhejiang University,eurographics,1.0,0.33333,2011
Hongzhi Wu,Zhejiang University,eurographics,1.0,0.5,2015
Hongzhi Wu,Zhejiang University,eurographics,2.0,0.33333,2017
Hongzhi Wu,Zhejiang University,iccv,1.0,0.14286,2021
Hongzhi Wu,Zhejiang University,ijcai,1.0,0.16667,2022
Hongzhi Wu,Zhejiang University,nips,1.0,0.083333,2024
Hongzhi Wu,Zhejiang University,siggraph,2.0,0.4,2016
Hongzhi Wu,Zhejiang University,siggraph,1.0,0.2,2017
Hongzhi Wu,Zhejiang University,siggraph,1.0,0.2,2018
Hongzhi Wu,Zhejiang University,siggraph,1.0,0.2,2021
Hongzhi Wu,Zhejiang University,siggraph,1.0,0.16667,2023
Hongzhi Wu,Zhejiang University,siggraph,1.0,0.2,2025
Hongzhi Wu,Zhejiang University,siggraph-asia,1.0,0.33333,2011
Hongzhi Wu,Zhejiang University,siggraph-asia,1.0,0.33333,2013
Hongzhi Wu,Zhejiang University,siggraph-asia,1.0,0.2,2016
Hongzhi Wu,Zhejiang University,siggraph-asia,1.0,0.16667,2018
Hongzhi Wu,Zhejiang University,siggraph-asia,1.0,0.125,2019
Hongzhi Wu,Zhejiang University,siggraph-asia,2.0,0.36667,2023
Hongzhi Wu,Zhejiang University,siggraph-asia,1.0,0.14286,2024
Huajun Chen,Zhejiang University,aaai,1.0,0.1,2008
Huajun Chen,Zhejiang University,aaai,1.0,0.14286,2021
Huajun Chen,Zhejiang University,aaai,1.0,0.1,2022
Huajun Chen,Zhejiang University,aaai,3.0,0.43452,2023
Huajun Chen,Zhejiang University,aaai,2.0,0.33333,2024
Huajun Chen,Zhejiang University,aaai,3.0,0.36111,2025
Huajun Chen,Zhejiang University,acl,1.0,0.11111,2020
Huajun Chen,Zhejiang University,acl,2.0,0.325,2021
Huajun Chen,Zhejiang University,acl,1.0,0.11111,2023
Huajun Chen,Zhejiang University,acl,5.0,0.61071,2024
Huajun Chen,Zhejiang University,acl,12.0,1.4299,2025
Huajun Chen,Zhejiang University,emnlp,2.0,0.29167,2018
Huajun Chen,Zhejiang University,emnlp,1.0,0.2,2019
Huajun Chen,Zhejiang University,emnlp,1.0,0.25,2022
Huajun Chen,Zhejiang University,emnlp,3.0,0.41071,2023
Huajun Chen,Zhejiang University,icde,2.0,0.26667,2021
Huajun Chen,Zhejiang University,icde,3.0,0.27311,2023
Huajun Chen,Zhejiang University,iclr,2.0,0.23611,2022
Huajun Chen,Zhejiang University,iclr,2.0,0.30952,2023
Huajun Chen,Zhejiang University,iclr,4.0,0.625,2024
Huajun Chen,Zhejiang University,iclr,4.0,0.49008,2025
Huajun Chen,Zhejiang University,icml,1.0,0.16667,2022
Huajun Chen,Zhejiang University,icml,1.0,0.090909,2024
Huajun Chen,Zhejiang University,ijcai,1.0,0.25,2017
Huajun Chen,Zhejiang University,ijcai,1.0,0.25,2019
Huajun Chen,Zhejiang University,ijcai,1.0,0.14286,2020
Huajun Chen,Zhejiang University,ijcai,3.0,0.42063,2021
Huajun Chen,Zhejiang University,ijcai,1.0,0.14286,2022
Huajun Chen,Zhejiang University,ijcai,3.0,0.45833,2023
Huajun Chen,Zhejiang University,ijcai,3.0,0.33611,2024
Huajun Chen,Zhejiang University,kdd,1.0,0.090909,2021
Huajun Chen,Zhejiang University,kdd,1.0,0.11111,2022
Huajun Chen,Zhejiang University,naacl,1.0,0.14286,2019
Huajun Chen,Zhejiang University,naacl,1.0,0.16667,2024
Huajun Chen,Zhejiang University,nips,2.0,0.31111,2022
Huajun Chen,Zhejiang University,nips,2.0,0.25,2023
Huajun Chen,Zhejiang University,nips,5.0,0.542,2024
Huajun Chen,Zhejiang University,sigir,4.0,0.47375,2022
Huajun Chen,Zhejiang University,sigir,1.0,0.14286,2023
Huajun Chen,Zhejiang University,sigir,1.0,0.125,2024
Huajun Chen,Zhejiang University,vldb,1.0,0.2,2024
Huajun Chen,Zhejiang University,www,1.0,0.125,2019
Huajun Chen,Zhejiang University,www,1.0,0.16667,2020
Huajun Chen,Zhejiang University,www,1.0,0.125,2021
Huajun Chen,Zhejiang University,www,2.0,0.23611,2022
Huajun Chen,Zhejiang University,www,1.0,0.125,2023
Huajun Chen,Zhejiang University,www,1.0,0.125,2025
Huan Li 0003,Zhejiang University,aaai,1.0,0.16667,2025
Huan Li 0003,Zhejiang University,acl,1.0,0.14286,2024
Huan Li 0003,Zhejiang University,icde,2.0,0.36667,2020
Huan Li 0003,Zhejiang University,icde,1.0,0.2,2023
Huan Li 0003,Zhejiang University,icde,2.0,0.33333,2024
Huan Li 0003,Zhejiang University,iclr,1.0,0.11111,2025
Huan Li 0003,Zhejiang University,ijcai,1.0,0.25,2023
Huan Li 0003,Zhejiang University,kdd,2.0,0.41667,2024
Huan Li 0003,Zhejiang University,sigir,2.0,0.325,2025
Huan Li 0003,Zhejiang University,sigmod,1.0,0.2,2022
Huan Li 0003,Zhejiang University,sigmod,1.0,0.16667,2023
Huan Li 0003,Zhejiang University,sigmod,2.0,0.33333,2025
Huan Li 0003,Zhejiang University,vldb,1.0,0.2,2021
Huan Li 0003,Zhejiang University,vldb,2.0,0.45,2022
Huan Li 0003,Zhejiang University,vldb,1.0,0.16667,2023
Huan Li 0003,Zhejiang University,vldb,1.0,0.16667,2024
Huan Li 0003,Zhejiang University,www,1.0,0.16667,2024
Hui Qian 0001,Zhejiang University,aaai,2.0,0.5,2013
Hui Qian 0001,Zhejiang University,aaai,1.0,0.25,2014
Hui Qian 0001,Zhejiang University,aaai,2.0,0.58333,2016
Hui Qian 0001,Zhejiang University,aaai,2.0,0.36667,2020
Hui Qian 0001,Zhejiang University,aaai,1.0,0.2,2021
Hui Qian 0001,Zhejiang University,aaai,1.0,0.16667,2022
Hui Qian 0001,Zhejiang University,aaai,2.0,0.4,2023
Hui Qian 0001,Zhejiang University,aaai,1.0,0.2,2024
Hui Qian 0001,Zhejiang University,aaai,1.0,0.16667,2025
Hui Qian 0001,Zhejiang University,eccv,1.0,0.33333,2022
Hui Qian 0001,Zhejiang University,iccv,1.0,0.14286,2015
Hui Qian 0001,Zhejiang University,iccv,1.0,0.33333,2021
Hui Qian 0001,Zhejiang University,iclr,1.0,0.16667,2023
Hui Qian 0001,Zhejiang University,icml,1.0,0.25,2014
Hui Qian 0001,Zhejiang University,icml,1.0,0.2,2018
Hui Qian 0001,Zhejiang University,icml,1.0,0.2,2019
Hui Qian 0001,Zhejiang University,icml,1.0,0.1,2025
Hui Qian 0001,Zhejiang University,ijcai,1.0,0.25,2015
Hui Qian 0001,Zhejiang University,ijcai,2.0,0.5,2016
Hui Qian 0001,Zhejiang University,ijcai,2.0,0.45,2017
Hui Qian 0001,Zhejiang University,ijcai,1.0,0.14286,2018
Hui Qian 0001,Zhejiang University,ijcai,1.0,0.16667,2020
Hui Qian 0001,Zhejiang University,ijcai,1.0,0.2,2021
Hui Qian 0001,Zhejiang University,ijcai,1.0,0.25,2022
Hui Qian 0001,Zhejiang University,kdd,1.0,0.25,2014
Hui Qian 0001,Zhejiang University,nips,3.0,0.46786,2024
Hujun Bao,Zhejiang University,aaai,1.0,0.11111,2022
Hujun Bao,Zhejiang University,aaai,1.0,0.2,2024
Hujun Bao,Zhejiang University,aaai,1.0,0.125,2025
Hujun Bao,Zhejiang University,cvpr,1.0,0.33333,2003
Hujun Bao,Zhejiang University,cvpr,1.0,0.16667,2007
Hujun Bao,Zhejiang University,cvpr,1.0,0.25,2008
Hujun Bao,Zhejiang University,cvpr,1.0,0.33333,2009
Hujun Bao,Zhejiang University,cvpr,2.0,0.66667,2011
Hujun Bao,Zhejiang University,cvpr,1.0,0.2,2012
Hujun Bao,Zhejiang University,cvpr,1.0,0.2,2018
Hujun Bao,Zhejiang University,cvpr,3.0,0.54286,2019
Hujun Bao,Zhejiang University,cvpr,2.0,0.30952,2020
Hujun Bao,Zhejiang University,cvpr,7.0,1.1873,2021
Hujun Bao,Zhejiang University,cvpr,3.0,0.51786,2022
Hujun Bao,Zhejiang University,cvpr,9.0,1.3838,2023
Hujun Bao,Zhejiang University,cvpr,7.0,0.95397,2024
Hujun Bao,Zhejiang University,cvpr,8.0,1.01,2025
Hujun Bao,Zhejiang University,eccv,1.0,0.2,2010
Hujun Bao,Zhejiang University,eccv,1.0,0.2,2012
Hujun Bao,Zhejiang University,eccv,3.0,0.47619,2020
Hujun Bao,Zhejiang University,eccv,2.0,0.26786,2022
Hujun Bao,Zhejiang University,eccv,2.0,0.20833,2024
Hujun Bao,Zhejiang University,eurographics,1.0,0.5,1993
Hujun Bao,Zhejiang University,eurographics,1.0,0.33333,1995
Hujun Bao,Zhejiang University,eurographics,2.0,0.83333,1998
Hujun Bao,Zhejiang University,eurographics,1.0,0.2,2001
Hujun Bao,Zhejiang University,eurographics,1.0,0.33333,2005
Hujun Bao,Zhejiang University,eurographics,1.0,0.2,2007
Hujun Bao,Zhejiang University,eurographics,1.0,0.25,2008
Hujun Bao,Zhejiang University,eurographics,2.0,0.4,2009
Hujun Bao,Zhejiang University,eurographics,2.0,0.5,2012
Hujun Bao,Zhejiang University,eurographics,1.0,0.25,2014
Hujun Bao,Zhejiang University,eurographics,3.0,0.78333,2015
Hujun Bao,Zhejiang University,eurographics,2.0,0.4,2016
Hujun Bao,Zhejiang University,eurographics,1.0,0.25,2017
Hujun Bao,Zhejiang University,eurographics,3.0,0.61667,2018
Hujun Bao,Zhejiang University,eurographics,3.0,0.53333,2020
Hujun Bao,Zhejiang University,eurographics,1.0,0.25,2021
Hujun Bao,Zhejiang University,eurographics,5.0,0.89167,2022
Hujun Bao,Zhejiang University,iccv,1.0,0.16667,2007
Hujun Bao,Zhejiang University,iccv,1.0,0.25,2009
Hujun Bao,Zhejiang University,iccv,1.0,0.33333,2011
Hujun Bao,Zhejiang University,iccv,2.0,0.33333,2019
Hujun Bao,Zhejiang University,iccv,6.0,0.8869,2021
Hujun Bao,Zhejiang University,iccv,3.0,0.46786,2023
Hujun Bao,Zhejiang University,iclr,3.0,0.39286,2025
Hujun Bao,Zhejiang University,icra,1.0,0.2,2017
Hujun Bao,Zhejiang University,icra,1.0,0.33333,2020
Hujun Bao,Zhejiang University,icra,2.0,0.30952,2022
Hujun Bao,Zhejiang University,icra,2.0,0.5,2023
Hujun Bao,Zhejiang University,icra,2.0,0.31111,2024
Hujun Bao,Zhejiang University,icra,2.0,0.29167,2025
Hujun Bao,Zhejiang University,ijcai,1.0,0.2,2007
Hujun Bao,Zhejiang University,ijcai,2.0,0.53333,2009
Hujun Bao,Zhejiang University,ijcai,1.0,0.2,2024
Hujun Bao,Zhejiang University,iros,1.0,0.33333,2019
Hujun Bao,Zhejiang University,iros,1.0,0.16667,2021
Hujun Bao,Zhejiang University,iros,1.0,0.125,2023
Hujun Bao,Zhejiang University,iros,2.0,0.30952,2025
Hujun Bao,Zhejiang University,nips,1.0,0.16667,2019
Hujun Bao,Zhejiang University,nips,3.0,0.47619,2022
Hujun Bao,Zhejiang University,nips,2.0,0.34286,2023
Hujun Bao,Zhejiang University,nips,2.0,0.25397,2024
Hujun Bao,Zhejiang University,siggraph,1.0,0.14286,2004
Hujun Bao,Zhejiang University,siggraph,2.0,0.28571,2005
Hujun Bao,Zhejiang University,siggraph,3.0,0.33611,2006
Hujun Bao,Zhejiang University,siggraph,1.0,0.16667,2007
Hujun Bao,Zhejiang University,siggraph,3.0,0.5,2008
Hujun Bao,Zhejiang University,siggraph,1.0,0.2,2009
Hujun Bao,Zhejiang University,siggraph,1.0,0.25,2010
Hujun Bao,Zhejiang University,siggraph,1.0,0.16667,2014
Hujun Bao,Zhejiang University,siggraph,1.0,0.16667,2015
Hujun Bao,Zhejiang University,siggraph,2.0,0.41667,2016
Hujun Bao,Zhejiang University,siggraph,2.0,0.4,2018
Hujun Bao,Zhejiang University,siggraph,1.0,0.14286,2021
Hujun Bao,Zhejiang University,siggraph,6.0,0.92857,2022
Hujun Bao,Zhejiang University,siggraph,1.0,0.11111,2024
Hujun Bao,Zhejiang University,siggraph,2.0,0.325,2025
Hujun Bao,Zhejiang University,siggraph-asia,1.0,0.16667,2008
Hujun Bao,Zhejiang University,siggraph-asia,1.0,0.33333,2009
Hujun Bao,Zhejiang University,siggraph-asia,1.0,0.25,2011
Hujun Bao,Zhejiang University,siggraph-asia,2.0,0.36667,2013
Hujun Bao,Zhejiang University,siggraph-asia,1.0,0.16667,2014
Hujun Bao,Zhejiang University,siggraph-asia,2.0,0.53333,2015
Hujun Bao,Zhejiang University,siggraph-asia,1.0,0.2,2016
Hujun Bao,Zhejiang University,siggraph-asia,1.0,0.16667,2019
Hujun Bao,Zhejiang University,siggraph-asia,2.0,0.24286,2022
Hujun Bao,Zhejiang University,siggraph-asia,6.0,0.86071,2023
Hujun Bao,Zhejiang University,siggraph-asia,7.0,1.0496,2024
Hujun Bao,Zhejiang University,vis,1.0,0.33333,2011
Hujun Bao,Zhejiang University,vis,1.0,0.16667,2012
Hujun Bao,Zhejiang University,vldb,1.0,0.2,2018
Hujun Bao,Zhejiang University,vr,1.0,0.33333,2019
Hujun Bao,Zhejiang University,vr,1.0,0.16667,2021
Hujun Bao,Zhejiang University,vr,1.0,0.14286,2022
Hujun Bao,Zhejiang University,vr,1.0,0.11111,2023
Hujun Bao,Zhejiang University,vr,1.0,0.14286,2024
Hujun Bao,Zhejiang University,vr,1.0,0.125,2025
Jakub Szefer,Yale University,asplos,1.0,0.5,2012
Jakub Szefer,Yale University,asplos,1.0,0.33333,2020
Jakub Szefer,Yale University,ccs,1.0,0.25,2011
Jakub Szefer,Yale University,ccs,1.0,0.33333,2022
Jakub Szefer,Yale University,ccs,2.0,0.58333,2023
Jakub Szefer,Yale University,crypto,1.0,0.33333,2021
Jakub Szefer,Yale University,dac,1.0,0.5,2021
Jakub Szefer,Yale University,hpca,1.0,0.5,2020
Jakub Szefer,Yale University,hpca,1.0,0.33333,2022
Jakub Szefer,Yale University,iccad,1.0,0.5,2020
Jakub Szefer,Yale University,iccad,2.0,0.43333,2024
Jakub Szefer,Yale University,isca,1.0,0.25,2010
Jakub Szefer,Yale University,isca,1.0,0.33333,2019
Jakub Szefer,Yale University,oakland,1.0,0.33333,2020
Jakub Szefer,Yale University,oakland,1.0,0.5,2025
James Aspnes,Yale University,aaai,1.0,0.16667,2019
James Aspnes,Yale University,focs,1.0,0.5,1992
James Aspnes,Yale University,focs,1.0,0.25,1994
James Aspnes,Yale University,focs,1.0,0.25,2011
James Aspnes,Yale University,osdi,1.0,0.125,2018
James Aspnes,Yale University,soda,1.0,0.16667,1995
James Aspnes,Yale University,soda,1.0,0.2,2001
James Aspnes,Yale University,soda,1.0,0.5,2003
James Aspnes,Yale University,soda,1.0,0.33333,2005
James Aspnes,Yale University,soda,1.0,0.33333,2007
James Aspnes,Yale University,soda,1.0,0.33333,2008
James Aspnes,Yale University,soda,1.0,0.5,2009
James Aspnes,Yale University,soda,1.0,0.2,2014
James Aspnes,Yale University,soda,1.0,0.2,2017
James Aspnes,Yale University,soda,1.0,0.33333,2018
James Aspnes,Yale University,stoc,2.0,0.58333,1991
James Aspnes,Yale University,stoc,1.0,0.2,1993
James Aspnes,Yale University,stoc,1.0,0.5,1996
James Aspnes,Yale University,stoc,1.0,1.0,1997
James Aspnes,Yale University,stoc,1.0,0.33333,2002
James Aspnes,Yale University,stoc,1.0,0.25,2006
James Aspnes,Yale University,stoc,1.0,0.2,2019
James Aspnes,Yale University,vldb,1.0,0.2,1988
Jiajun Bu,Zhejiang University,aaai,2.0,0.30952,2010
Jiajun Bu,Zhejiang University,aaai,1.0,0.25,2011
Jiajun Bu,Zhejiang University,aaai,3.0,0.59286,2012
Jiajun Bu,Zhejiang University,aaai,2.0,0.41667,2014
Jiajun Bu,Zhejiang University,aaai,1.0,0.16667,2016
Jiajun Bu,Zhejiang University,aaai,1.0,0.125,2020
Jiajun Bu,Zhejiang University,aaai,1.0,0.125,2023
Jiajun Bu,Zhejiang University,aaai,1.0,0.14286,2024
Jiajun Bu,Zhejiang University,aaai,2.0,0.29167,2025
Jiajun Bu,Zhejiang University,acl,1.0,0.25,2007
Jiajun Bu,Zhejiang University,chiconf,1.0,0.11111,2025
Jiajun Bu,Zhejiang University,cvpr,1.0,0.25,2004
Jiajun Bu,Zhejiang University,cvpr,1.0,0.16667,2012
Jiajun Bu,Zhejiang University,cvpr,2.0,0.30952,2013
Jiajun Bu,Zhejiang University,cvpr,2.0,0.33333,2014
Jiajun Bu,Zhejiang University,cvpr,2.0,0.26667,2025
Jiajun Bu,Zhejiang University,eccv,1.0,0.2,2010
Jiajun Bu,Zhejiang University,eccv,1.0,0.16667,2020
Jiajun Bu,Zhejiang University,eccv,1.0,0.11111,2022
Jiajun Bu,Zhejiang University,eccv,2.0,0.26786,2024
Jiajun Bu,Zhejiang University,emnlp,2.0,0.375,2023
Jiajun Bu,Zhejiang University,emnlp,1.0,0.125,2024
Jiajun Bu,Zhejiang University,iccv,1.0,0.14286,2021
Jiajun Bu,Zhejiang University,iccv,1.0,0.16667,2023
Jiajun Bu,Zhejiang University,icde,1.0,0.125,2020
Jiajun Bu,Zhejiang University,icde,1.0,0.14286,2021
Jiajun Bu,Zhejiang University,icde,1.0,0.125,2024
Jiajun Bu,Zhejiang University,icml,2.0,0.34286,2025
Jiajun Bu,Zhejiang University,ijcai,1.0,0.25,2009
Jiajun Bu,Zhejiang University,ijcai,1.0,0.16667,2013
Jiajun Bu,Zhejiang University,ijcai,1.0,0.125,2018
Jiajun Bu,Zhejiang University,ijcai,2.0,0.36667,2025
Jiajun Bu,Zhejiang University,kdd,1.0,0.14286,2009
Jiajun Bu,Zhejiang University,kdd,1.0,0.14286,2016
Jiajun Bu,Zhejiang University,kdd,1.0,0.14286,2018
Jiajun Bu,Zhejiang University,kdd,2.0,0.26786,2021
Jiajun Bu,Zhejiang University,mobicom,1.0,0.16667,2020
Jiajun Bu,Zhejiang University,nips,1.0,0.16667,2022
Jiajun Bu,Zhejiang University,nips,2.0,0.30952,2024
Jiajun Bu,Zhejiang University,rtss,1.0,0.2,2013
Jiajun Bu,Zhejiang University,sigir,1.0,0.2,2009
Jiajun Bu,Zhejiang University,sigir,1.0,0.14286,2011
Jiajun Bu,Zhejiang University,www,1.0,0.14286,2010
Jiajun Bu,Zhejiang University,www,1.0,0.25,2012
Jiajun Bu,Zhejiang University,www,1.0,0.14286,2013
Jiajun Bu,Zhejiang University,www,1.0,0.16667,2016
Jiajun Bu,Zhejiang University,www,1.0,0.2,2017
Jiajun Bu,Zhejiang University,www,1.0,0.14286,2020
Jiajun Bu,Zhejiang University,www,1.0,0.14286,2024
Jiajun Bu,Zhejiang University,www,1.0,0.090909,2025
Jian Liu 0012,Zhejiang University,aaai,1.0,0.14286,2023
Jian Liu 0012,Zhejiang University,ccs,1.0,0.33333,2015
Jian Liu 0012,Zhejiang University,ccs,1.0,0.25,2017
Jian Liu 0012,Zhejiang University,ccs,1.0,0.14286,2025
Jian Liu 0012,Zhejiang University,cvpr,1.0,0.125,2024
Jian Liu 0012,Zhejiang University,eccv,1.0,0.14286,2022
Jian Liu 0012,Zhejiang University,fse,1.0,0.14286,2025
Jian Liu 0012,Zhejiang University,iccv,1.0,0.14286,2023
Jian Liu 0012,Zhejiang University,icde,1.0,0.2,2024
Jian Liu 0012,Zhejiang University,ndss,2.0,0.21111,2025
Jian Liu 0012,Zhejiang University,nips,1.0,0.125,2023
Jian Liu 0012,Zhejiang University,oakland,1.0,0.16667,2022
Jian Liu 0012,Zhejiang University,oakland,1.0,0.25,2024
Jian Liu 0012,Zhejiang University,pets,1.0,0.2,2017
Jian Liu 0012,Zhejiang University,pets,1.0,0.2,2019
Jian Liu 0012,Zhejiang University,usenixsec,1.0,0.2,2024
Jian Liu 0012,Zhejiang University,usenixsec,2.0,0.225,2025
Jian Liu 0012,Zhejiang University,vldb,1.0,0.25,2021
Jian Liu 0012,Zhejiang University,vldb,1.0,0.2,2023
Jian Liu 0012,Zhejiang University,vldb,1.0,0.11111,2024
Jian Liu 0012,Zhejiang University,www,1.0,0.16667,2025
Jian Wu 0001,Zhejiang University,aaai,1.0,0.125,2021
Jian Wu 0001,Zhejiang University,aaai,1.0,0.2,2022
Jian Wu 0001,Zhejiang University,aaai,1.0,0.2,2023
Jian Wu 0001,Zhejiang University,aaai,1.0,0.16667,2024
Jian Wu 0001,Zhejiang University,aaai,2.0,0.21591,2025
Jian Wu 0001,Zhejiang University,acl,3.0,0.35,2025
Jian Wu 0001,Zhejiang University,ase,1.0,0.14286,2018
Jian Wu 0001,Zhejiang University,ase,1.0,0.14286,2019
Jian Wu 0001,Zhejiang University,cvpr,1.0,0.16667,2020
Jian Wu 0001,Zhejiang University,cvpr,1.0,0.2,2024
Jian Wu 0001,Zhejiang University,cvpr,1.0,0.125,2025
Jian Wu 0001,Zhejiang University,eccv,1.0,0.125,2024
Jian Wu 0001,Zhejiang University,emnlp,1.0,0.16667,2024
Jian Wu 0001,Zhejiang University,iccv,1.0,0.16667,2023
Jian Wu 0001,Zhejiang University,icde,1.0,0.16667,2013
Jian Wu 0001,Zhejiang University,iclr,1.0,0.2,2023
Jian Wu 0001,Zhejiang University,iclr,2.0,0.23611,2024
Jian Wu 0001,Zhejiang University,iclr,1.0,0.14286,2025
Jian Wu 0001,Zhejiang University,icml,1.0,0.2,2021
Jian Wu 0001,Zhejiang University,icml,1.0,0.16667,2022
Jian Wu 0001,Zhejiang University,ijcai,1.0,0.125,2018
Jian Wu 0001,Zhejiang University,ijcai,1.0,0.2,2021
Jian Wu 0001,Zhejiang University,ijcai,2.0,0.25,2023
Jian Wu 0001,Zhejiang University,ijcai,2.0,0.375,2024
Jian Wu 0001,Zhejiang University,ijcai,2.0,0.27778,2025
Jian Wu 0001,Zhejiang University,kdd,2.0,0.36667,2024
Jian Wu 0001,Zhejiang University,naacl,1.0,0.11111,2024
Jian Wu 0001,Zhejiang University,nips,4.0,0.44286,2023
Jian Wu 0001,Zhejiang University,nips,1.0,0.125,2024
Jian Wu 0001,Zhejiang University,sigmod,1.0,0.2,2011
Jianke Zhu,Zhejiang University,aaai,1.0,0.25,2011
Jianke Zhu,Zhejiang University,aaai,1.0,0.16667,2019
Jianke Zhu,Zhejiang University,aaai,1.0,0.14286,2020
Jianke Zhu,Zhejiang University,aaai,3.0,0.91667,2022
Jianke Zhu,Zhejiang University,aaai,1.0,0.33333,2023
Jianke Zhu,Zhejiang University,aaai,1.0,0.25,2024
Jianke Zhu,Zhejiang University,aaai,1.0,0.125,2025
Jianke Zhu,Zhejiang University,acl,1.0,0.1,2025
Jianke Zhu,Zhejiang University,cvpr,2.0,0.83333,2007
Jianke Zhu,Zhejiang University,cvpr,1.0,0.25,2008
Jianke Zhu,Zhejiang University,cvpr,1.0,0.33333,2009
Jianke Zhu,Zhejiang University,cvpr,1.0,0.33333,2015
Jianke Zhu,Zhejiang University,cvpr,1.0,0.25,2022
Jianke Zhu,Zhejiang University,cvpr,2.0,0.53333,2023
Jianke Zhu,Zhejiang University,cvpr,3.0,0.43452,2024
Jianke Zhu,Zhejiang University,cvpr,4.0,0.56111,2025
